sentence,entities,gt_relation,pred_relation,pred_edge,is_edge_test_contradictory,exec_time
Some content from the encyclopedia became a part of Microsoft's Encarta digital encyclopedia.,"['content', 'encyclopedia']",8,1,"('encyclopedia', 'content')",False,00:00:34
Fire was venting from the first floor of a multi-storeyed building in South Mumbai's Nariman point area on Monday.,"['Fire', 'building']",18,-1,[],False,00:00:30
"The water evaporated from the paintings, leaving only the colored salt behind.","['water', 'paintings']",8,-1,[],False,00:00:44
The memory is stored in the same neurons that responded to the odor.,"['memory', 'neurons']",4,1,"('neurons', 'memory')",False,00:00:38
The Perrault version is the source of the most familiar Cinderella tale.,"['version', 'tale']",9,0,"('version', 'tale')",False,00:00:22
Strawberry jam is the perfect way to use a glut of strawberries and is so easy to make with this Strawberry Jam recipe.,"['Strawberry', 'jam']",9,0,"('Strawberry', 'jam')",False,00:00:38
"This website is dedicated to providing event details, guest book, class photos, rsvp, payment collection and trip planning information.","['website', 'details']",3,0,"('website', 'details')",False,00:00:37
It's important you choose the right one as chain saws are quick to start malfunctioning if the chain saw you choose isn't up to the task at hand.,"['chain', 'saws']",2,-1,[],False,00:00:32
The rod in the hand priming tool is quite long and the handle bottoms out before the primer is completely seated.,"['rod', 'tool']",2,-1,[],False,00:00:47
"The charcuterie was well portioned offering lots of variety, well textured, with a nice accompaniment of condiments and composed salads.","['accompaniment', 'condiments']",18,-1,[],False,00:00:32
"The hands of the clock are stainless steel tubing: the hour hand is 14.5 ft, the minute hand 17.5 ft and the second hand 21 ft long.","['hands', 'clock']",2,1,"('clock', 'hands')",True,00:00:43
The speaker opens the poem with a question addressed to the beloved.,"['speaker', 'question']",17,0,"('speaker', 'question')",False,00:00:34
"When his pullets got ready to start laying, he placed the fake egg in a nest box, thus giving them the idea that the boxes were ""the place"" to lay their eggs.","['egg', 'nest box']",6,-1,[],False,00:00:42
The robbers ran away from the store without any money.,"['robbers', 'store']",8,-1,[],False,00:00:59
"This is a short film with 12 minutes duration on the life of a live statue - a mimo - on the streets of Florence, Italy.","['film', 'life']",14,1,"('life', 'film')",False,00:00:31
A skulk of thieves gathered for their monthly summit.,"['skulk', 'thieves']",13,1,"('thieves', 'skulk')",False,00:00:34
"Picture books invite students to engage in critical discussion of complex issues of race, class, and gender.","['discussion', 'issues']",14,1,"('issues', 'discussion')",False,00:00:31
The protesters carefully chose a private road in order not to cause inconvenience to the public.,"['protesters', 'road']",18,-1,[],False,00:00:37
This set of buttons comes with the colorful printed paper insert placed inside of the gum machine.,"['insert', 'machine']",4,-1,[],False,00:00:25
"When a bottle full of honey was weighed, its weight was 1 kilogram.","['bottle', 'honey']",5,-1,[],False,00:00:30
The gist of trespass is direct physical interference with another's exclusive possession of land.,"['trespass', 'interference']",18,1,"('interference', 'trespass')",True,00:00:39
"The Milky Way, the galaxy of billions of stars that contains the solar system, has been devouring a much smaller galaxy for hundreds of millions of years, but until now the ""dwarf"" galaxy had been mistaken for a portion of the Milky Way itself.","['galaxy', 'stars']",13,-1,[],False,00:00:31
"The distillation of corn spirits, which appears to have been first brought to high perfection in Germany, and in Holland, is now become an important assistance to our agriculture, particularly in the departments on the North and East of France.","['corn', 'spirits']",9,0,"('corn', 'spirits')",False,00:00:24
"A best-selling book by an anonymous CIA official assures us that our ""survival"" is at stake.","['book', 'official']",16,1,"('official', 'book')",False,00:00:23
"One of them jumps from the boat to the bank and turns into a pile of ashes, as if he had been on the earth for hundreds of years.","['pile', 'ashes']",13,1,"('ashes', 'pile')",False,00:00:32
"During camera adjustment, the surgeon accidentally tore the choroid and retina with a tissue forceps.","['surgeon', 'forceps']",11,0,"('surgeon', 'forceps')",True,00:00:57
The bleeding usually originates from an artery in the back part of the nose.,"['bleeding', 'artery']",8,1,"('artery', 'bleeding')",False,00:00:19
Here is a detective story involving some scientists and their efforts to explain the origins of a mysterious garment found in a reliquary.,"['garment', 'reliquary']",4,-1,[],False,00:00:36
Many old products are exported to developing countries.,"['products', 'countries']",6,-1,[],False,00:00:41
Specialists from various fields pertinent to the theme took part and presented specific aspects of the topic.,"['fields', 'theme']",18,-1,[],False,00:00:26
The court started from the assumption that the Constitution applied.,"['court', 'assumption']",8,-1,[],False,00:00:38
"The container encloses a one-cup capacity, plus with the bonus lid it provides convenient storage of chopped foods.","['container', 'capacity']",18,0,"('container', 'capacity')",False,00:00:28
"Although the custom originated in an all male military, it is gender neutral.","['custom', 'military']",8,1,"('military', 'custom')",False,00:00:32
"As a federation of the most skilled workers, and therefore the best paid workers, the AFL came to identify its own interests closely with the interests of the American system.","['federation', 'workers']",13,1,"('workers', 'federation')",False,00:00:43
This volume contains fifteen essays by well-established scholars addressed to various aspects of Russell's wide-ranging and dynamic philosophical work.,"['volume', 'essays']",13,1,"('essays', 'volume')",False,00:00:36
"Early in the song, the background singers repeat the Christian and Jewish word of praise, ""Hallelujah"".","['song', 'singers']",18,0,"('song', 'singers')",False,00:00:28
An association between increased egg laying by the leaf miner and increased caffeine levels in coffee leaves was recently recognized.,"['egg', 'miner']",16,1,"('miner', 'egg')",False,00:00:30
"The play reflects, among other things, questions about the nature of political power and the dilemmas facing royal families.","['play', 'questions']",14,0,"('play', 'questions')",True,00:00:52
This is a tutorial on how to fix a mighty mouse 's scroll ball.,"['mouse', 'scroll ball']",3,0,"('mouse', 'scroll ball')",False,00:00:42
The 180 cm thick concrete shield starts at the radius of 600 cm.,"['shield', 'radius']",18,-1,[],False,00:00:30
"The information was inside a sealed packet, so purchasers may not have known they could not enter the competition.","['information', 'packet']",4,1,"('packet', 'information')",True,00:00:55
Brainwashing techniques were used by some British interrogators during World War II.,"['techniques', 'interrogators']",10,1,"('interrogators', 'techniques')",False,00:00:31
"The activities were documented on the newsreels of the day, and form part of a new BBC television series.","['activities', 'newsreels']",15,0,"('activities', 'newsreels')",False,00:00:26
The weight of the pharmaceutical in a capsule is dependent on the volume of the channel in the dosage plate and the density of the pharmaceutical.,"['pharmaceutical', 'capsule']",4,-1,[],False,00:00:31
He used a real deck of cards.,"['deck', 'cards']",13,-1,[],False,00:00:41
"Dick Olver, chairman of BAE Systems, found himself fighting a battle on two fronts at the arms manufacturer's annual meeting in London.","['arms', 'manufacturer']",16,1,"('manufacturer', 'arms')",False,00:00:21
This disease is spread to humans via fleas from rats infected with the bacteria Yersinia pestis.,"['disease', 'humans']",6,0,"('disease', 'humans')",True,00:00:36
"Furthermore, the production of cigarettes by the major producer has continued.","['cigarettes', 'producer']",16,1,"('producer', 'cigarettes')",False,00:00:34
It has changed the way I think about the formation of parties and party systems.,"['formation', 'parties']",18,0,"('formation', 'parties')",False,00:00:36
"The cactus wren builds many nests in the cactus, but actually nests in only one.","['wren', 'nests']",17,0,"('wren', 'nests')",False,00:00:23
"A variety of methods are known, but only a few papers give details of equipment construction.","['papers', 'construction']",14,0,"('papers', 'construction')",False,00:00:29
The skeletal percussive drive grows from an absentmindedly struck bass drum.,"['drive', 'drum']",8,1,"('drum', 'drive')",False,00:00:23
The man placed the cartridge into the printer.,"['cartridge', 'printer']",6,-1,[],False,00:00:53
Mbaka is a member of the agricultural cooperative of vegetable producers in Kinshasa's Changu district.,"['cooperative', 'producers']",13,1,"('producers', 'cooperative')",False,00:00:31
This train has as many as six sets of doors on each side to shorten the time for passengers to get on and off at station.,"['train', 'doors']",3,0,"('train', 'doors')",False,00:00:29
"The Awards committee is comprised of a chair appointed by the President, with the approval of the Board of Directors.","['committee', 'chair']",13,-1,[],False,00:00:43
My chihuahua ate a tea bag of green tea within the last two hours.,"['tea', 'bag']",4,-1,[],False,00:00:38
The fire started at the southeastern end of the Circus Maximus in shops selling flammable goods.,"['fire', 'southeastern end']",18,-1,[],False,00:00:54
"The handpiece contains a primary coil and the sleeve encloses a secondary coil, which are inductively coupled together so that electromagnetic energy can be transferred between them.","['handpiece', 'coil']",3,0,"('handpiece', 'coil')",True,00:01:09
AT&T inserted a new chip into their latest modem.,"['chip', 'modem']",6,0,"('chip', 'modem')",False,00:00:39
"A news release from the gallery, however, told a different story.","['release', 'gallery']",16,1,"('gallery', 'release')",False,00:00:26
"Previously, the end user machined the wrenches with a high-speed steel pull broach.","['user', 'broach']",11,0,"('user', 'broach')",False,00:00:43
The bride and the groom poured champagne into stacked champagne glasses.,"['champagne', 'glasses']",6,-1,[],False,00:00:28
The yolk makes up about a third of the liquid weight of the egg.,"['yolk', 'third']",2,-1,[],False,00:00:53
We assessed the efficacy of a recombinant vaccine consisting of outer-surface protein A (OspA) without adjuvant in subjects at risk for Lyme disease.,"['vaccine', 'outer-surface protein A']",18,1,"('outer-surface protein A', 'vaccine')",True,00:01:00
Disposed perchlorate-based products have released perchlorate into the soil.,"['perchlorate', 'soil']",6,-1,[],False,00:00:44
Things reach a head when the capricious youngster runs away from the Jeffersons' apartment.,"['youngster', 'apartment']",8,-1,[],False,00:00:45
"Her guardian angel went before her, lighting the road with a headlight-like lantern.","['angel', 'lantern']",11,0,"('angel', 'lantern')",False,00:00:42
Other items advertised on TV simply melt the chocolate on the stovetop.,"['items', 'stovetop']",18,-1,[],False,00:00:28
Natural history programmes began as live outside broadcasts on BBC television in the early 1950s.,"['Natural history', 'programmes']",15,0,"('Natural history', 'programmes')",False,00:00:32
The sense was extended from the language to the people who spoke it.,"['sense', 'language']",18,1,"('language', 'sense')",False,00:00:23
"In the Eastern Orthodox Church, for example, sacramental wine used in the Divine Liturgy must usually be pure red grape wine, often sweet.","['red grape', 'wine']",9,0,"('red grape', 'wine')",False,00:00:22
The farmer produced a surplus despite the country's worst drought in 30 years by using conservation farming techniques.,"['farmer', 'surplus']",18,0,"('farmer', 'surplus')",False,00:00:18
The story is being discussed on message boards.,"['story', 'boards']",15,-1,[],False,00:00:27
Baur and Adams found on Albemarle a rookery of white herons.,"['rookery', 'herons']",13,1,"('herons', 'rookery')",False,00:00:29
"It is an Eden invented by the poet's imagination into which external values are not disregarded, but have been absorbed and re-invented.","['poet', 'imagination']",18,0,"('poet', 'imagination')",False,00:00:26
Her diamonds are locked in a safe deposit box.,"['diamonds', 'safe deposit box']",4,0,"('diamonds', 'safe deposit box')",True,00:00:50
"Scientists store the bones in a freezer, helping to preserve the remaining DNA that has been exposed to soil for three decades.","['bones', 'freezer']",4,1,"('freezer', 'bones')",True,00:00:54
"I once had a mixed orchard of plums, sweet cherries, apricots, tart cherries, peaches and apples.","['orchard', 'plums']",13,0,"('orchard', 'plums')",True,00:00:43
"Treasure Island is a gripping pirate story, fast-paced by the standards of its time and full of action.","['story', 'standards']",18,-1,[],False,00:00:33
The clay model was in a jar wrapped in a Daily Mirror from 1947.,"['model', 'jar']",4,-1,[],False,00:00:25
Semiconductor tech diagnoses eye disease over the Internet.,"['tech', 'Internet']",11,-1,[],False,00:00:38
A typical pig has a large head with a long snout which is strengthened by a special prenasal bone and by a disk of cartilage in the tip.,"['pig', 'head']",3,-1,[],False,00:00:30
"During the 1980s, that exceptional teacher at a poor public school built a calculus program rivaled by only a handful of exclusive academies.","['teacher', 'program']",17,0,"('teacher', 'program')",False,00:00:28
"James was seriously injured; the shot was fired from his own gun, which he had left on the bank.","['shot', 'gun']",8,1,"('gun', 'shot')",False,00:00:37
A University of Colorado student died due to a jump from an overpass onto US 36.,"['student', 'jump']",18,0,"('student', 'jump')",False,00:00:29
"Given the choice, I much prefer to have products with natural ingredient than have a bottle full of chemicals.","['bottle', 'chemicals']",5,-1,[],False,00:00:24
An application developer with Adobe said in a blog posting that Adobe is working on the security flaw.,"['developer', 'posting']",17,0,"('developer', 'posting')",False,00:00:27
A happy resident feels part of their association.,"['resident', 'association']",12,-1,[],False,00:00:42
An emerging bratpack of young female pornographers is storming the market and challenging lads' magazines such as FHM and Esquire..,"['bratpack', 'pornographers']",13,1,"('pornographers', 'bratpack')",False,00:00:31
After mile 17 the course went away from the water and onto streets with trees.,"['course', 'water']",18,-1,[],False,00:00:29
"As the earth revolves around the sun, the place where light shines the brightest changes.","['earth', 'sun']",18,1,"('sun', 'earth')",False,00:00:33
"As of October 5, 2009, the group has finally produced a review summarising the work performed over the past 12 years.","['review', 'work']",14,1,"('work', 'review')",False,00:00:24
Eve joins an entire sisterhood of female singers.,"['sisterhood', 'singers']",13,1,"('singers', 'sisterhood')",False,00:00:29
Critics of the industry maintain that private military and security companies are used by governments in order to circumvent attention.,"['companies', 'governments']",10,1,"('governments', 'companies')",False,00:00:21
Historians use evidence and artifacts.,"['Historians', 'evidence']",11,-1,[],False,00:00:37
The pouch contained a small stubby rod looking somewhat like a pencil but containing a rod made of antler.,"['pouch', 'rod']",5,-1,[],False,00:00:26
It is because Schiavo cannot swallow that a feeding tube was inserted directly into her stomach.,"['tube', 'stomach']",6,-1,[],False,00:00:46
A temporary password has been sent to your email.,"['password', 'email']",6,-1,[],False,00:00:27
"In a power system consisting of transmission lines connected together and to two or more generators, the rotors of the generators rotate at a constant speed.","['rotors', 'generators']",2,1,"('generators', 'rotors')",False,00:00:32
A student went away from an interview buoyed up by wise and wholesome advice.,"['student', 'interview']",8,-1,[],False,00:00:46
"The book includes a 13-page index, which is quite extensive for a volume of this length.","['book', 'index']",3,0,"('book', 'index')",False,00:00:30
The marshes have been drained into the farms.,"['marshes', 'farms']",18,0,"('marshes', 'farms')",False,00:00:24
"All I had left were two pairs of shorts, one pair of underwear, a pair of slippers, a purse and a suitcase with some important papers in it.","['suitcase', 'papers']",5,-1,[],False,00:00:25
The lithium was contained in a stainless steel tray in two semicircular halves at the bottom of the vacuum vessel.,"['lithium', 'stainless steel tray']",4,-1,[],False,00:00:19
Mitochondria were passed on to subsequent generations only through egg cells.,"['Mitochondria', 'generations']",18,-1,[],False,00:00:19
"Jack placed the ember in a hollowed-out turnip, one of his favorite foods and an item he often stole and carried with him.","['ember', 'turnip']",6,-1,[],False,00:00:23
Moby Doll was the first captive orca displayed in a public aquarium exhibit.,"['orca', 'exhibit']",2,-1,[],False,00:00:47
All the epigraphs make reference to hell or the underworld.,"['epigraphs', 'hell']",14,-1,[],False,00:00:25
The wafers are shipped to sites for probing.,"['wafers', 'sites']",6,-1,[],False,00:00:44
German chocolate cake is one of my all time favorite cakes and with our step by step instructions you simply cannot go wrong.,"['chocolate', 'cake']",9,-1,[],False,00:00:18
Cost-benefit analysis is used mainly to assess the monetary value of very large private and public sector projects.,"['analysis', 'value']",18,0,"('analysis', 'value')",False,00:00:26
The three companions reached the city by way of the river Selintan.,"['companions', 'way']",18,-1,[],False,00:00:39
"The club consists of parents, friends, alumni and local businesses.","['club', 'parents']",13,-1,[],False,00:00:27
"Flyers and postcards supply current clients with company information, but normally do not increase clients to the mailing list.","['Flyers', 'company information']",14,0,"('Flyers', 'company information')",False,00:00:20
Belfast student Martin lives as part of a menage of outlandish characters all struggling to make sense of the 1970s psychosexual revolution under the watchful eye of their colourful landlady Crystal.,"['menage', 'characters']",13,-1,[],False,00:00:40
The model number is found on the back of the coffeemaker.,"['back', 'coffeemaker']",2,-1,[],False,00:00:25
The Australian Flexible Learning Framework has released a new report on mobile learning.,"['report', 'learning']",14,0,"('report', 'learning')",True,00:00:47
The word 'Donjon' was derived from a Latin word meaning 'Dominating Point'.,"['word', 'word']",8,-1,[],False,00:00:33
"Using a teleport, the protagonist travels into any place instantly.","['protagonist', 'place']",6,-1,[],False,00:00:46
We kept raw eggs in a dish in the fridge for too long.,"['eggs', 'dish']",4,-1,[],False,00:00:22
Obama uses Nobel speech to explain his foreign policy doctrine.,"['speech', 'doctrine']",14,1,"('doctrine', 'speech')",True,00:00:45
"Repairs were being carried out on the roof of the building, which was partly made of felt.","['roof', 'building']",2,-1,[],False,00:00:48
"Visibly disturbed, the girl searched the room with the burning candle.","['girl', 'candle']",11,-1,[],False,00:00:44
"After the pottery is formed, either by a potter's wheel or more primitive means, it has been left to thoroughly dry.","['potter', 'wheel']",11,0,"('potter', 'wheel')",False,00:00:32
This series made a contribution to the development of museological thought.,"['series', 'development']",18,0,"('series', 'development')",False,00:00:19
The universe was made with a plan by a designer.,"['plan', 'designer']",16,1,"('designer', 'plan')",False,00:00:23
"Hence, the left regular grammars generate exactly all regular languages.","['grammars', 'languages']",18,0,"('grammars', 'languages')",False,00:00:28
This feared ruler founded the largest land empire in history.,"['ruler', 'empire']",18,0,"('ruler', 'empire')",False,00:00:25
The record holder folded his 10cm aircraft by hand from a single sheet of paper and did not use scissors or glue.,"['holder', 'aircraft']",17,0,"('holder', 'aircraft')",False,00:00:21
The Chilean Declaration of Independence is a document declaring the independence of Chile from the Spanish Empire.,"['document', 'independence']",14,1,"('independence', 'document')",True,00:00:41
"To connect the microcontroller to the Internet, one must implement a protocol stack on the device.","['protocol', 'stack']",18,0,"('protocol', 'stack')",True,00:00:46
"The slide system consists of a slideway and a sliding element, whereas the slide system is connected to at least one piston and the crank of the shaft.","['crank', 'shaft']",2,0,"('crank', 'shaft')",True,00:00:47
It's killed a serpent that was in the cradle.,"['serpent', 'cradle']",4,-1,[],False,00:00:23
The two men moved the furniture into the room.,"['furniture', 'room']",6,-1,[],False,00:00:43
Global oil prolongation is approaching its peak.,"['oil prolongation', 'peak']",6,0,"('oil prolongation', 'peak')",False,00:00:24
The book asserts the notion that men and women are as different as beings from other planets.,"['book', 'notion']",14,0,"('book', 'notion')",False,00:00:21
The present invention concerns an apparatus that makes a modular wall using a plurality of panels.,"['apparatus', 'panels']",11,0,"('apparatus', 'panels')",True,00:00:43
The program offers a lively discussion of magnificent value.,"['program', 'discussion']",3,0,"('program', 'discussion')",False,00:00:19
"But my soda was in a cup, so no top made it very unwieldy.","['soda', 'cup']",4,-1,[],False,00:00:37
The newsletter tells of practical projects developed to help those affected by the pandemic.,"['newsletter', 'projects']",14,-1,[],False,00:00:24
"The Jackson County court case files from that date have been lost, and the entries in the Judgement Book are ambiguous.","['files', 'date']",8,-1,[],False,00:00:21
The club consists of 902 condominium homes each with a unique golf course or lake view.,"['club', 'homes']",13,0,"('club', 'homes')",False,00:00:17
"The nye of pheasants had increased to 23, including four cock birds.","['nye', 'pheasants']",13,1,"('pheasants', 'nye')",False,00:00:42
Violence and corruption are spreading into this country.,"['Violence', 'country']",6,-1,[],False,00:00:38
The 9/11 planes directly flew into the computer rooms.,"['planes', 'rooms']",6,0,"('planes', 'rooms')",True,00:00:29
A technician assists the fishermen with this.,"['technician', 'fishermen']",18,0,"('technician', 'fishermen')",True,00:00:38
Many publishing houses delayed some of their hottest books to the first of the New Year to remove them from a scrum of titles from big-name authors that were released last fall.,"['titles', 'authors']",16,1,"('authors', 'titles')",False,00:00:28
"On 17 May 2005, the committee held a hearing concerning specific allegations.","['hearing', 'allegations']",14,1,"('allegations', 'hearing')",False,00:00:20
We are therefore invited software engineering researchers to apply for research awards in all areas of software engineering.,"['awards', 'areas']",18,-1,[],False,00:00:31
"British troops made their deepest incursion into Basra yesterday, ""poking a toe"" within four miles of the centre.","['troops', 'incursion']",18,0,"('troops', 'incursion')",False,00:00:25
The Sports Medical Committee has passed on the recommendation to the FIFA executive.,"['recommendation', 'executive']",6,-1,[],False,00:00:25
"For this installation, I poured flour into nylon stockings and created shapes that looked a lot like bodies themselves.","['flour', 'stockings']",6,-1,[],False,00:00:33
"With the recent invention of plastic core roller covers, the painter is able to complete an entire job no matter how large, with their original roller.","['painter', 'roller']",11,-1,[],False,00:00:43
The man was bluffing because the bomb was in a can of orange juice that had been served by the airline itself.,"['bomb', 'can']",4,-1,[],False,00:00:19
"A state church is created by the state, as in the cases of the Anglican Church, created by Henry VIII.","['church', 'state']",16,1,"('state', 'church')",False,00:00:19
"Sun astronomy is explored in this book with large type, full-page color photos, and a word list for young readers.","['astronomy', 'book']",15,0,"('astronomy', 'book')",False,00:00:29
A man uses a microphone as he gives a speech.,"['man', 'microphone']",11,0,"('man', 'microphone')",False,00:00:19
"The e-mail was sent from the private account of a member from Guarding Our Children Against Marijuana, or GOCAM.","['e-mail', 'account']",8,1,"('account', 'e-mail')",False,00:00:23
The film portrays four girls in a trend-setting clique at a fictional Ohio high school.,"['film', 'girls']",14,0,"('film', 'girls')",False,00:00:28
"Near Bailli, a division of veteran swordsmen proved its valor and killed a division of medieval infantry with minimal losses.","['division', 'swordsmen']",13,-1,[],False,00:00:24
This material was produced from a microfilm copy of the original document.,"['material', 'copy']",8,1,"('copy', 'material')",False,00:00:21
"The general reached the city by train from Worcester at 6, and was received by a delegation from the military of the city, accompanied by the Brigade Band.","['general', 'train']",11,-1,[],False,00:00:56
Dominicans have been protesting against the proposed construction of a cement factory in the protected area of Los Haitises National Park.,"['cement', 'factory']",16,1,"('factory', 'cement')",True,00:00:49
We used the scope to leisurely study the kaleidoscope of whirling and nectaring butterflies.,"['kaleidoscope', 'butterflies']",13,1,"('butterflies', 'kaleidoscope')",False,00:00:39
Dr. Brian Howard is a remarkably skilled Atlanta plastic surgeon who is part of a select group of medical professionals who has certification in plastic surgery.,"['surgeon', 'group']",12,-1,[],False,00:00:30
"Last week, the troops moved into a dangerous war zone.","['troops', 'zone']",6,-1,[],False,00:00:31
Homemade tomato soup is so much better than the shop bought versions.,"['tomato', 'soup']",9,0,"('tomato', 'soup')",False,00:00:33
The following table indicates the party of elected officials in the U.S. state of California.,"['table', 'party']",14,-1,[],False,00:00:31
The Ark was hidden in a cave beneath the Temple Mount in the very heart of Israel.,"['Ark', 'cave']",4,-1,[],False,00:00:27
I used these techniques to stretch my ear lobes to accept 6 gauge earrings.,"['ear', 'lobes']",3,-1,[],False,00:00:37
The examiner lightly touched the cornea with a hand-held probe until a reading was automatically recorded.,"['examiner', 'probe']",11,0,"('examiner', 'probe')",False,00:00:25
"For Jung, the individual is a participant in a 'collective unconscious'.","['individual', 'collective unconscious']",18,-1,[],False,00:00:22
144 of those apartments have been personally designed by Giorgio Armani and the tower also boasts the designer's first hotel.,"['designer', 'hotel']",17,0,"('designer', 'hotel')",False,00:00:33
Leader Moammar Gadhafi's son has been handed over to the Libyan embassy in Switzerland.,"['son', 'embassy']",6,-1,[],False,00:00:31
"The cabin was moved from its original site near Huxley, Iowa, as a project of the Ames Heritage Association.","['cabin', 'site']",8,-1,[],False,00:00:38
"After 30 minutes, my sister arrived to my house for dinner.","['sister', 'house']",6,-1,[],False,00:00:26
The above ticker was distilled from my daily posts to Twitter.,"['ticker', 'posts']",8,1,"('posts', 'ticker')",False,00:00:19
That ominous message from the chairman has been followed up this afternoon with the departure of manager Russell Slade.,"['message', 'chairman']",16,1,"('chairman', 'message')",False,00:00:25
The medical team of the army has undertaken a vaccination drive to prevent outbreak of any epidemic.,"['team', 'army']",2,1,"('army', 'team')",False,00:00:36
The chef stirred the chopped pistachios into the soaked fruit.,"['pistachios', 'fruit']",6,-1,[],False,00:00:36
"There wasn't wireless internet, but a network cord was in the desk.","['network cord', 'desk']",4,-1,[],False,00:00:24
The baby tapir snorgled its snout into the basket full of cuddly baby bunnies.,"['tapir', 'snout']",3,-1,[],False,00:00:49
"The diaspora's identity is rooted in an ancient heritage, a rich language and literature and a vibrant culture.","['identity', 'heritage']",8,1,"('heritage', 'identity')",False,00:00:23
"Subsidiary sales companies were also located in Canada, Germany, and Italy, and two factories were producing products in England.","['factories', 'products']",17,0,"('factories', 'products')",False,00:00:20
The scientist synthesizes a copy of the magical red ball by using a few fragments that were left on the grandfather's hand.,"['scientist', 'copy']",17,0,"('scientist', 'copy')",False,00:00:17
This documentary graphic novel brings together starkly beautiful black and white photographs taken by Lefevre.,"['novel', 'photographs']",3,1,"('photographs', 'novel')",True,00:00:30
His perspective was gained from a knowledge of history and theology.,"['perspective', 'knowledge']",8,1,"('knowledge', 'perspective')",False,00:00:16
The drugs were in a box.,"['drugs', 'box']",4,-1,[],False,00:00:29
He sent his love a letter with confetti hearts inside of the letter so they pour out everywhere when his sweetheart opens it.,"['letter', 'confetti hearts']",4,-1,[],False,00:00:41
He followed a specific procedure for obtaining the engineer's permit in Quebec and met certain requirements to receive an engineer's permit.,"['engineer', 'permit']",18,0,"('engineer', 'permit')",False,00:00:24
The party starts in an hour.,"['party', 'hour']",18,-1,[],False,00:00:25
Fact Magazine was an American publication that commented on controversial topics.,"['publication', 'controversial topics']",14,-1,[],False,00:00:24
This is how a politician uses tourism as an instrument for power.,"['politician', 'tourism']",11,-1,[],False,00:00:33
"In the hold of the American ship, I was feeling very queasy.","['hold', 'ship']",2,-1,[],False,00:00:42
The meeting was postponed to a later date.,"['meeting', 'later date']",6,0,"('meeting', 'later date')",False,00:00:25
The envelope contained a DVD of her mother.,"['envelope', 'DVD']",5,-1,[],False,00:00:24
Nearly all sensory information (except the sense of smell) arrives here from the primary sensory neurons before being sent to the cortex.,"['information', 'neurons']",8,1,"('neurons', 'information')",False,00:00:33
Almost all of today's automobiles have painted plastic bumpers because they are easily damaged during parking maneuvers.,"['automobiles', 'bumpers']",3,0,"('automobiles', 'bumpers')",False,00:00:29
They discovered a good bit of published literature about modification of yeast with resveratrol-related genes.,"['modification', 'genes']",18,1,"('genes', 'modification')",False,00:00:23
Magnetic field is made of photons.,"['field', 'photons']",3,1,"('photons', 'field')",False,00:00:18
The above exceptions fully resolved the evaluation of a photograph by a court as a result of the claim.,"['photograph', 'court']",18,-1,[],False,00:00:35
"A few bare-bodied young lads were standing on the rod of the tram's wheel, hanging on to the windows with one hand.","['tram', 'wheel']",3,0,"('tram', 'wheel')",True,00:00:41
There are allegations that the massacre was organized.,"['allegations', 'massacre']",14,1,"('massacre', 'allegations')",False,00:00:28
Scientists have successfully tested a system that translates brain waves into speech.,"['system', 'speech']",18,0,"('system', 'speech')",False,00:00:18
"The entire colony of nesting pairs of Cassin's auklets on California's Farallones Islands, for example, abandoned their nests, most likely because of shortages of krill, their main food.","['colony', 'pairs']",13,-1,[],False,00:00:38
The company has assembled five independent food safety experts to serve on its newly formed Food Safety Advisory Council.,"['company', 'experts']",18,0,"('company', 'experts')",False,00:00:31
In the Western Province the starch is stored in woven palm leaf bundles.,"['starch', 'bundles']",4,-1,[],False,00:00:24
My new boss moved into his office yesterday.,"['boss', 'office']",6,-1,[],False,00:00:33
Orange juice is a popular breakfast beverage made from the extraction (squeezing) of liquid from fresh oranges.,"['Orange', 'juice']",9,0,"('Orange', 'juice')",False,00:00:19
"Vegetable oil as fuel is a cleaner, safer and less expensive alternative to petroleum based fuel.","['Vegetable', 'oil']",9,-1,[],False,00:00:45
A multi-purpose electrician pliers tool is crucial for severing any gauge wire with which the electrician is working.,"['wire', 'electrician']",10,1,"('electrician', 'wire')",False,00:00:20
The fun run starts at noon.,"['fun run', 'noon']",18,-1,[],False,00:00:33
"Once a major center of opium poppy production in Afghanistan, the province's production of poppy had decreased by up to 95% in 2005.","['province', 'poppy']",17,-1,[],False,00:00:39
The clock has one brass bar attached to a chain on each side of the pendulum.,"['clock', 'bar']",3,-1,[],False,00:00:23
The site welcomed to the premier industrial grinding wheels resource.,"['grinding', 'wheels']",18,1,"('wheels', 'grinding')",False,00:00:23
A single silver coin collected from a Salvation Army red kettle near Berlin wasn't just another drop in the bucket.,"['coin', 'kettle']",8,-1,[],False,00:00:28
"One of the robberes opened a red bag and took all the money that was in the desk and drawers, ordered the workers to lie down on the floor and took a substantial amount of money with them.","['money', 'desk']",4,-1,[],False,00:00:24
The taxi was dropped into the river killing all passengers.,"['taxi', 'river']",6,-1,[],False,00:00:30
"In his latest book he chronicles, in great detail and with first-hand knowledge, the factory's output of diesel and diesel electric locomotives.","['factory', 'locomotives']",17,0,"('factory', 'locomotives')",False,00:00:23
A Japanese ferry ran into a whale.,"['ferry', 'whale']",6,0,"('ferry', 'whale')",False,00:00:19
Since this afternoon the models have come into somewhat better agreement.,"['models', 'agreement']",18,0,"('models', 'agreement')",False,00:00:23
"No material was prepared for the sessions, so the three musicians improvised an album's worth of material.","['musicians', 'material']",17,0,"('musicians', 'material')",False,00:00:27
