sentence,entities,gt_relation,pred_relation,pred_edge,is_edge_test_contradictory,exec_time
"The oil was extracted from Crambe abyssinica seed cultivar Belenzian cultivated in Italy in 1992, using a new cold mechanical squeezing process.","['oil', 'seed']",8,1,"('seed', 'oil')",False,00:00:35
That measured moisture content of bagged samples inserted in a beaker of soil at various depths.,"['samples', 'beaker']",4,-1,[],False,00:00:52
Silent black-and-white flashbacks show his brother punching him with gloves as his father looks on.,"['brother', 'gloves']",11,-1,[],False,00:00:48
You have seen that our 12-ounce cans of soda are now made with pure cane sugar.,"['cane', 'sugar']",9,0,"('cane', 'sugar')",False,00:00:31
The magician shows a bottle full of soda.,"['bottle', 'soda']",5,-1,[],False,00:00:36
"Worse, the family money was in a jar in the house and was also lost.","['money', 'jar']",4,-1,[],False,00:00:34
"After months of sieges, with some of the most fierce human assaults by numbers many times their own, and when the smoke had cleared, the banner of the knights still stood on the ramparts.","['banner', 'knights']",18,1,"('knights', 'banner')",False,00:00:55
The deadly train crash was caused by terrorist attack.,"['crash', 'attack']",1,1,"('attack', 'crash')",False,00:00:33
He directed his criticism at media coverage of the Catholic Church.,"['criticism', 'media coverage']",14,1,"('media coverage', 'criticism')",False,00:00:37
Veuve Clicquot's Yellow Label wine in a jeroboam is aged for up to 15 years.,"['wine', 'jeroboam']",4,-1,[],False,00:00:50
Construction work at the facility started at the end of 1980.,"['work', 'end']",8,1,"('end', 'work')",False,00:00:50
"Debate flourishes on the relative roles of the ancient Greeks, Mesopotamians and Romans.","['Debate', 'roles']",14,1,"('roles', 'Debate')",False,00:01:06
Conditions at Nottingham prison have been criticised in a new report.,"['Conditions', 'report']",15,0,"('Conditions', 'report')",False,00:00:32
"The animals on this farm are contented, happy cattle.","['animals', 'farm']",18,1,"('farm', 'animals')",False,00:00:46
She's the lead vocalist and has a sound that captures the listener with a combination of a British/Scandinavian accent that's not lost in the mix.,"['sound', 'combination']",18,1,"('combination', 'sound')",False,00:00:36
The coin was enclosed in a protective plastic case.,"['coin', 'case']",4,1,"('case', 'coin')",False,00:00:53
"A parade of pygmy penguins is now a critical economic mainstay, even as generations of migrants develop innovative tourism products and create new export markets.","['parade', 'penguins']",13,1,"('penguins', 'parade')",False,00:00:46
Speculations on the causes behind the below capacity production of ethanol by the sugar factories in the state figured in the Legislative Council on Tuesday.,"['ethanol', 'factories']",16,1,"('factories', 'ethanol')",False,00:00:47
Gas drilling threatens public with undisclosed chemicals.,"['drilling', 'chemicals']",18,0,"('drilling', 'chemicals')",False,00:00:39
The information came from a Utica Police Department press release.,"['information', 'press release']",8,1,"('press release', 'information')",False,00:00:42
The chain of Hawaiian islands provides evidence that the Pacific Plate moves to the northwest.,"['chain', 'islands']",3,-1,[],False,00:00:58
These investigations provided statistical evidence for genuine moral concern for the poor.,"['investigations', 'evidence']",14,0,"('investigations', 'evidence')",False,00:00:38
All the decking on the ramps need to be replaced (for the second time) because of the damage caused by the misuse of the facility.,"['damage', 'misuse']",1,1,"('misuse', 'damage')",False,00:00:27
"A ""green bean"" which is actually a fruit with seeds inside.","['fruit', 'seeds']",2,0,"('fruit', 'seeds')",False,00:00:40
These types of scripts help visually impaired individuals to get more enjoyment from programming because the action on-screen is described for them.,"['enjoyment', 'programming']",1,1,"('programming', 'enjoyment')",False,00:00:52
The technique used for combination of information from the different subdetectors was presented during the Tracking-PID-physics meeting.,"['technique', 'combination']",18,0,"('technique', 'combination')",False,00:00:31
Broken bones (also called fractures) in the foot are very common.,"['bones', 'foot']",2,-1,[],False,00:00:34
"Seasonal and nocturnal migrations cause sleep deprivation in diurnal Swainson's thrush, Catharus ustulatus.","['migrations', 'deprivation']",0,0,"('migrations', 'deprivation')",False,00:00:30
"The aircraft was written off in the accident due to the severe impact caused by the KLM aircraft, and the resulting fire.","['accident', 'impact']",0,1,"('impact', 'accident')",True,00:01:01
"Bist du bei mir (en: ""Be thou with me"") (BWV 508) is an aria by a German composer named Gottfried Heinrich Stoelzel.","['aria', 'composer']",16,1,"('composer', 'aria')",False,00:00:31
We dissolved the contents of one packet in a carafe of water and ran the brew cycle.,"['contents', 'carafe']",6,-1,[],False,00:00:56
In the stem of that tree is a cute little house.,"['stem', 'tree']",2,1,"('tree', 'stem')",False,00:00:47
"The time machine itself is a plain gray box, with a distinctive electronic ""hum"" created by overlaying the sounds of a mechanical grinder and a car engine, rather than a processed digital effect.","['time', 'machine']",18,-1,[],False,00:00:42
But few anticipated that a small-scale production by a young playwright could spark the violent confrontation that this weekend resulted in thousands of pounds worth of damage and clashes with riot police at Birmingham Repertory Theatre.,"['production', 'playwright']",18,1,"('playwright', 'production')",False,00:00:33
"Andronicus wrote a work upon Aristotle, the fifth book of which contained a complete list of the philosopher's writings.","['philosopher', 'writings']",17,0,"('philosopher', 'writings')",False,00:00:41
A tableau like this one is placed inside the king's room and refers to court ceremonies.,"['tableau', 'room']",4,-1,[],False,00:00:46
The following protocol is used for patients who do feel the strings of the device at the external cervical os.,"['strings', 'device']",2,1,"('device', 'strings')",False,00:00:35
The article does a great job of tying the three procedural cases from last term with larger complex litigation issues.,"['cases', 'term']",8,-1,[],False,00:00:47
"We all worked together to mix the ingredients, poured the mix into the two cake pans and put them into the oven.","['mix', 'pans']",6,-1,[],False,00:00:41
An increased expression of cyclin D1 was seen in our experiments in the lungs of the ferrets supplemented with high dose Beta-carotene.,"['lungs', 'ferrets']",2,-1,[],False,00:00:53
In this panel the gerbil runs away from the threat.,"['gerbil', 'threat']",8,1,"('threat', 'gerbil')",True,00:01:12
"The airstrike also resulted in several secondary explosions, leading Marines at the site to suspect that the house may have contained homemade bombs.","['airstrike', 'explosions']",0,0,"('airstrike', 'explosions')",False,00:00:20
The keel acts as the backbone of the ship.,"['keel', 'ship']",2,-1,[],False,00:01:19
Barrages make use of the potential energy in the difference in height (or head) between high and low tides.,"['Barrages', 'energy']",18,0,"('Barrages', 'energy')",False,00:01:06
In accordance with the provisions of the Interim Agreement both parties agreed on this protocol for the implementation of the redeployment in Hebron.,"['protocol', 'implementation']",18,0,"('protocol', 'implementation')",False,00:00:31
The third conflict has been caused by the highly polluted wastewater from the industrial park around the town of Kemalpasha.,"['conflict', 'wastewater']",1,1,"('wastewater', 'conflict')",False,00:00:27
A report by the commission forecasts that revenues of the nation's post and telecommunications sector will grow 22.4% year-on-year to 60 trillion dong ($3.75b) this year.,"['report', 'commission']",16,1,"('commission', 'report')",False,00:00:41
The competitor car achieved the top fuel efficiency using a small internal combustion engine.,"['car', 'engine']",3,-1,[],False,00:01:20
A Port St. Lucie man who stole a delivery driver's keys to get back at him over a grudge has been arrested on felony burglary charges.,"['driver', 'keys']",11,-1,[],False,00:01:13
The book takes into account various phases of the life of the Muhammad.,"['book', 'phases']",14,-1,[],False,00:01:11
He has just sent spam to the clients.,"['spam', 'clients']",6,-1,[],False,00:01:23
"Panna Cotta was average, except for the plum syrup was a bit overpowering.","['plum', 'syrup']",9,0,"('plum', 'syrup')",False,00:00:55
The London-based law firm broke the news in a brief statement on Tottenham's official website.,"['news', 'statement']",15,1,"('statement', 'news')",False,00:00:38
The Fujita Scale is used to rate the intensity of a tornado by examining the damage caused by the tornado after it has passed over a man-made structure.,"['damage', 'tornado']",1,1,"('tornado', 'damage')",False,00:00:35
"Last night, my friend ran into a legendary surfer at a bar.","['friend', 'surfer']",6,-1,[],False,00:00:44
The song basically criticizes the hypocrisy and lack of care from politicians.,"['song', 'hypocrisy']",14,1,"('hypocrisy', 'song')",False,00:00:28
"Every three to five weeks due to the growth of the horse's hoof, the shoe is removed and the hoof trimmed.","['horse', 'hoof']",3,0,"('horse', 'hoof')",False,00:00:46
"As the downturn has made people more frugal, landfill volumes have dropped.","['downturn', 'people']",18,0,"('downturn', 'people')",True,00:01:02
The prosecution seeks to enter motives into Gibbs trial.,"['motives', 'trial']",6,-1,[],False,00:00:44
"Todd was quite as much on a level with his compeers of the profession, in that country, as was Marmaduke with his brethren on the bench.","['compeers', 'profession']",18,-1,[],False,00:01:10
The new corporate citizen has landed into legal battles.,"['citizen', 'battles']",18,0,"('citizen', 'battles')",False,00:00:37
