sentence,entities,gt_relation,pred_relation,pred_edge,exec_time
Discussion ensued from the Florida contingent on the fact that very stringent landowner protection laws in Florida make it imperative that the highest supportable appraised vallue be offered first.,"['Discussion', 'contingent']",1,1,"('contingent', 'Discussion')",00:00:13
"We find the candle light creates a special atmosphere not only for food, but ambiance for a relaxing convivial meal as well.","['candle', 'light']",0,0,"('candle', 'light')",00:00:13
"Symptoms vary according to the degree of inflammation caused by the bacteria, ranging from slightly loose stools to bloody diarrhea, abdominal pain, and fever.","['inflammation', 'bacteria']",1,1,"('bacteria', 'inflammation')",00:00:10
High winds caused delays and cancellations of some state ferries.,"['winds', 'cancellations']",0,0,"('winds', 'cancellations')",00:00:11
The front wheels are making a grinding noise.,"['wheels', 'grinding noise']",0,0,"('wheels', 'grinding noise')",00:00:09
Williams syndrome: a genetic disorder that results in selective cognitive impairment.,"['disorder', 'impairment']",0,0,"('disorder', 'impairment')",00:00:08
And the economic crisis was generated due to the sub-prime mortgage mess brought about through government intervention in the market to promote progressive ideals (ie extending loans to low-income borrowers).,"['crisis', 'mess']",1,1,"('mess', 'crisis')",00:00:09
"By the late 1980s, however, the Bank was caught up in the debt crisis in the developing world caused by the recession and the dramatic rise in interest rates.","['crisis', 'recession']",1,1,"('recession', 'crisis')",00:00:08
The risks to housing and general corporate profits from inflation were quite clear and the defensive strategy over the long term has paid dividends.,"['profits', 'inflation']",1,1,"('inflation', 'profits')",00:00:09
There is relatively little discomfort from this surgery and most individuals rarely take more than Tylenol for their discomfort.,"['discomfort', 'surgery']",1,1,"('surgery', 'discomfort')",00:00:09
"Fats from meat and dairy cause heart disease, the leading killer of people with diabetes.","['Fats', 'disease']",0,0,"('Fats', 'disease')",00:00:07
The contortions are caused by gravitational interactions with the small satellites Prometheus and Pandora.,"['contortions', 'interactions']",1,1,"('interactions', 'contortions')",00:00:12
"This smile, a true reflection of God's tenderness, is the source of an invincible hope.","['smile', 'hope']",0,0,"('smile', 'hope')",00:00:09
"The earthquake caused a bulrush marsh at West Point, on the Puget Sound shore in Seattle, to drop and the tsunami deposited sand on top of the marsh.","['earthquake', 'marsh']",0,0,"('earthquake', 'marsh')",00:00:10
The greatest amazement was caused by the floats.,"['amazement', 'floats']",1,1,"('floats', 'amazement')",00:00:11
"Treatment of cardiovascular collapse from caffeine overdose with lidocaine, phenylephrine, and hemodialysis.","['collapse', 'overdose']",1,1,"('overdose', 'collapse')",00:00:09
"To date, all outbreaks of the highly pathogenic form of avian influenza have been caused by viruses of the H5 and H7 subtypes.","['outbreaks', 'viruses']",1,1,"('viruses', 'outbreaks')",00:00:09
Wes Anderson has made one classic comedy(The Royal Tenenbaums) fueled by the tension from the characters' longings to burst out of the trappings in which they are framed.,"['tension', 'longings']",1,1,"('longings', 'tension')",00:00:09
"In general, the greatest hypocalcemic effect was achieved by those liposomal preparations that resulted in the most sustained increase of L-hCT and F-hCT in plasma.","['preparations', 'increase']",0,0,"('preparations', 'increase')",00:00:09
Poverty is caused by overpopulation.,"['Poverty', 'overpopulation']",1,1,"('overpopulation', 'Poverty')",00:00:06
The economic setbacks of 1893 had created unemployment and poverty which caused migration in search of new opportunities.,"['setbacks', 'unemployment']",0,0,"('setbacks', 'unemployment')",00:00:08
The software caused a pretty good drain on the CPU for some reason.,"['software', 'drain']",0,0,"('software', 'drain')",00:00:09
The harm has been caused by the invitation system.,"['harm', 'system']",1,1,"('system', 'harm')",00:00:09
Alfred Nobel created his fortune from the selling of explosives that utilized nitroglycerin.,"['fortune', 'selling']",1,1,"('selling', 'fortune')",00:00:09
Proper washing and skin care can help to remove bacteria and oils which cause acne.,"['bacteria', 'acne']",0,0,"('bacteria', 'acne')",00:00:09
The lack of stability caused a strong reliance on the colonizers.,"['lack', 'reliance']",0,0,"('lack', 'reliance')",00:00:07
"The eruptions are caused by tectonic forces or by the compaction of sediments at the deltas of large rivers, such as the Mississippi.","['eruptions', 'tectonic forces']",1,1,"('tectonic forces', 'eruptions')",00:00:10
Lenin and the other leaders of the Soviet Union set about repairing the damage caused by the revolution and the civil war.,"['damage', 'war']",1,1,"('war', 'damage')",00:00:09
"The reaction from the international press, which I am sure you here in Tokyo have noticed, has been very wide and detailed.","['reaction', 'press']",1,1,"('press', 'reaction')",00:00:15
"When the first model sank in August 1991, the crash caused a seismic event registering 3.0 on the Richter scale, and left nothing but a pile of debris at 220m of depth.","['crash', 'seismic event']",0,0,"('crash', 'seismic event')",00:00:10
"For example, driving recklessly and causing an auto accident that result in the death of another driver or passenger could be qualified as manslaughter.","['accident', 'death']",0,0,"('accident', 'death')",00:00:07
That coupled with the death and destruction caused by the storm was a very traumatic experience for these residents.,"['death', 'storm']",1,1,"('storm', 'death')",00:00:10
The infection came from a wound.,"['infection', 'wound']",1,1,"('wound', 'infection')",00:00:09
The emission of electromagnetic radiation from cell phones continues to become a growing concern.,"['radiation', 'cell phones']",1,1,"('cell phones', 'radiation')",00:00:14
Sumatera (Yagasu) made a profit from the selling of women groups' handicrafts activities.,"['profit', 'selling']",1,1,"('selling', 'profit')",00:00:13
"Frustrations, threats, and conflicts cause stress.","['Frustrations', 'stress']",0,0,"('Frustrations', 'stress')",00:00:12
"Cyber squatter- A person who buys domain names, and holds them with the intent of making a profit from the selling of the domain name.","['profit', 'selling']",1,1,"('selling', 'profit')",00:00:09
"The muscular dystrophies are caused by genetic defects, which means they are inherited at birth.","['dystrophies', 'defects']",1,1,"('defects', 'dystrophies')",00:00:07
"In a two-mirror telescope equipped with an active optics system usually M2 is used to correct the aberrations originated by optical reasons, i.e. defocus and coma.","['aberrations', 'reasons']",1,1,"('reasons', 'aberrations')",00:00:11
"The addition of water to the tank caused a runaway chemical reaction, resulting in a rapid rise in pressure and temperature.","['addition', 'reaction']",0,0,"('addition', 'reaction')",00:00:08
"Snails and slugs cause damage to seedlings, flowers, vegetables and shrubs.","['slugs', 'damage']",0,0,"('slugs', 'damage')",00:00:07
The snowstorm caused a major catastrophe on the West Virginia Turnpike.,"['snowstorm', 'catastrophe']",0,0,"('snowstorm', 'catastrophe')",00:00:10
Glaucoma is one of the leading causes for blindness and currently about 90 million patients worldwide are affected by the disease.,"['Glaucoma', 'blindness']",0,0,"('Glaucoma', 'blindness')",00:00:09
There are everyday actions that can help prevent the spread of germs that cause respiratory illnesses like influenza.,"['germs', 'influenza']",0,0,"('germs', 'influenza')",00:00:12
The outbreak was caused by the live polio virus that is used in vaccines given orally the preferred method in developing countries because it is cheaper and doesn't require medical training to dispense.,"['outbreak', 'virus']",1,1,"('virus', 'outbreak')",00:00:07
"These drugs also cause headaches and nausea, affect your internal organs and raise your bad cholesterol.","['drugs', 'nausea']",0,0,"('drugs', 'nausea')",00:00:10
Well I know quite a few people who get dissatisfaction from laughing at retards.,"['dissatisfaction', 'laughing']",1,1,"('laughing', 'dissatisfaction')",00:00:11
Immigrants accounted for more than half of Britain's population growth in recent years.,"['Immigrants', 'population']",0,0,"('Immigrants', 'population')",00:00:09
Iraqi soldiers inspect the damage after the explosion in a school in Baghdad.,"['damage', 'explosion']",1,1,"('explosion', 'damage')",00:00:08
The broker is entitled to commission from the selling of your property.,"['commission', 'selling']",1,1,"('selling', 'commission')",00:00:09
Parental pressures of unemployment and poverty lead to drug abuse and alcoholism or stress and depression which have a profound effect on children.,"['unemployment', 'alcoholism']",0,0,"('unemployment', 'alcoholism')",00:00:07
The magnetic field is generated by an electric current circulating in the star's interior.,"['magnetic field', 'current']",1,1,"('current', 'magnetic field')",00:00:15
The species makes a squelching noise.,"['species', 'noise']",0,0,"('species', 'noise')",00:00:11
"The political unity of the Iroquois was the source of their power, but it was by no means perfect.","['unity', 'power']",0,0,"('unity', 'power')",00:00:09
Here are the news reports and photographs of the devastations caused by the storm.,"['devastations', 'storm']",1,1,"('storm', 'devastations')",00:00:08
The movement of the flag on the surface of the moon was caused by the vaccum.,"['movement', 'vaccum']",1,1,"('vaccum', 'movement')",00:00:13
"Propionibacteria acnes, or P. acnes, are the bacteria responsible for acne breakouts.","['bacteria', 'breakouts']",0,0,"('bacteria', 'breakouts')",00:00:10
Oil extraction in the Amazon has already caused the extinction of the Tetete and Zaparo nationalities and continues to threaten indigenous peoples.,"['extraction', 'extinction']",0,0,"('extraction', 'extinction')",00:00:08
The 100 MHz RF signal for the amplitude modulator was derived from a pulse pattern generator (PPG).,"['signal', 'generator']",1,1,"('generator', 'signal')",00:00:09
"The first seismic arrival from an earthquake is the P wave, which is usually relatively low-amplitude.","['seismic arrival', 'earthquake']",1,1,"('earthquake', 'seismic arrival')",00:00:12
"These centres, along with appropriate educational and psychosocial interventions, helped children overcome the trauma and stress caused by the earthquake.","['trauma', 'earthquake']",1,1,"('earthquake', 'trauma')",00:00:14
